Time,Type,70W,60W,50W,40W,30W,20W,10W,0W
909,1,18,11,8,8,7,8,8,0,
909,2,756,252,334,317,264,218,223,0,
909,3,22541,7039,5129,4201,2704,1668,875,0,
910,0,0,0,0,0,0,0,0,0,
910,1,0,0,0,0,0,0,0,0,
910,2,542,260,212,227,329,356,173,0,
910,3,23022,7113,5274,4669,2931,1512,879,0,
911,0,16,9,8,7,8,8,8,0,
911,1,16,9,8,7,8,8,8,0,
911,2,774,371,516,401,434,339,289,0,
911,3,22155,7255,5370,4643,3046,1647,868,0,
912,0,20,4,5,5,7,5,4,0,
912,1,20,4,5,5,7,5,4,0,
912,2,687,366,517,429,447,371,218,0,
912,3,21177,7241,5278,4932,3186,1703,865,0,
913,0,14,9,6,7,6,6,4,0,
913,1,14,9,6,7,6,6,4,0,
913,2,534,305,276,369,451,422,225,0,
913,3,21595,7307,5083,5631,3643,1973,774,0,
914,0,9,13,6,7,6,6,6,0,
914,1,23,19,11,13,13,12,10,0,
914,2,539,427,308,339,448,384,343,0,
914,3,22218,6990,5301,5634,4397,2279,875,0,
915,0,4,16,6,7,6,7,7,0,
915,1,102,64,41,61,50,49,39,0,
915,2,823,551,550,725,589,497,339,0,
915,3,22256,6935,5136,5450,4427,2997,1111,0,
916,0,4,15,6,6,7,6,7,0,
916,1,126,68,50,49,57,50,51,0,
916,2,873,366,302,361,478,491,362,0,
916,3,21725,7133,4970,5114,4446,3120,1289,0,
917,0,21,3,3,3,4,4,3,0,
917,1,312,87,73,106,157,101,86,0,
917,2,1356,534,459,626,849,830,588,0,
917,3,21979,7007,5166,4943,4374,3301,1410,0,
918,0,20,3,3,4,4,4,4,0,
918,1,408,87,82,92,119,109,95,0,
918,2,2332,547,571,729,1041,1336,731,0,
918,3,22580,7255,5369,5022,4685,3654,1672,0,
919,0,17,3,3,3,4,4,3,0,
919,1,229,49,62,60,104,75,61,0,
919,2,1555,436,503,670,963,975,570,0,
919,3,23034,7313,5234,5000,4749,3397,1678,0,
920,0,16,3,3,3,4,4,3,0,
920,1,192,58,78,82,159,126,75,0,
920,2,1465,397,493,705,1113,800,545,0,
920,3,23091,7474,5350,5015,4484,3562,1663,0,
921,0,16,2,3,3,3,4,3,0,
921,1,283,64,76,103,226,163,96,0,
921,2,1523,395,424,625,1071,842,542,0,
921,3,23847,7785,5433,4567,4570,3457,1551,0,
922,0,11,2,3,4,4,4,3,0,
922,1,161,35,39,60,131,91,52,0,
922,2,1655,396,428,828,1274,905,562,0,
922,3,25161,8073,5427,5081,4610,3173,1373,0,
923,0,22,5,4,7,12,16,8,0,
923,1,117,28,29,54,119,72,41,0,
923,2,1551,441,413,761,1113,797,467,0,
923,3,24808,7937,5864,5204,4203,2821,1320,0,
924,0,21,5,5,8,11,11,6,0,
924,1,167,59,55,105,159,113,64,0,
924,2,1923,492,472,798,1149,1043,615,0,
924,3,25157,7549,5842,4865,4057,3002,1055,0,
925,0,21,6,5,5,7,8,6,0,
925,1,248,90,85,124,198,149,92,0,
925,2,1812,555,489,744,1089,970,600,0,
925,3,25402,7616,5958,5239,3859,2591,1022,0,
926,0,20,6,4,5,7,8,5,0,
926,1,300,124,95,120,160,153,106,0,
926,2,1646,545,444,568,684,743,536,0,
926,3,26063,8146,5885,5390,3662,2184,1049,0,
927,0,18,6,5,4,7,8,5,0,
927,1,139,43,39,41,57,62,45,0,
927,2,1890,814,570,606,835,895,598,0,
927,3,25926,8002,5967,5084,3157,2031,878,0,
928,0,17,5,4,5,6,8,5,0,
928,1,179,79,56,64,78,82,61,0,
928,2,1679,891,628,682,758,746,552,0,
928,3,25246,8101,6081,4664,2802,1975,925,0,
929,0,15,5,4,5,6,7,5,0,
929,1,207,85,70,76,103,96,74,0,
929,2,1248,705,535,519,733,651,481,0,
929,3,25228,8248,6221,4613,2892,2051,1085,0,
930,0,12,5,5,6,6,8,5,0,
930,1,158,108,77,80,82,91,72,0,
930,2,1101,652,564,670,701,717,540,0,
930,3,26517,8637,6068,4402,3023,2144,1065,0,
931,0,12,6,4,4,4,5,5,0,
931,1,129,107,61,64,85,81,68,0,
931,2,901,790,533,576,594,612,463,0,
931,3,26441,8646,6935,4384,3061,2289,1082,0,
932,0,8,8,4,4,5,5,5,0,
932,1,74,84,50,56,74,69,55,0,
932,2,562,689,458,398,500,518,401,0,
932,3,26792,9345,6899,4581,3077,2356,1190,0,
933,0,4,10,5,4,4,5,4,0,
933,1,45,57,44,30,43,45,36,0,
933,2,328,464,359,303,362,411,316,0,
933,3,26534,9574,7302,5511,3867,2595,1161,0,
934,0,2,4,12,4,4,4,4,0,
934,1,63,127,104,68,101,77,53,0,
934,2,587,500,489,502,493,440,340,0,
934,3,26809,9304,7758,6058,4501,2987,1239,0,
935,0,3,4,9,3,4,5,4,0,
935,1,11,18,25,13,15,43,25,0,
935,2,398,248,269,232,292,397,270,0,
935,3,26961,8847,7697,5942,5191,3393,1414,0,
936,0,3,4,4,3,4,8,6,0,
936,1,56,91,51,79,58,58,24,0,
936,2,418,354,277,384,424,278,157,0,
936,3,27337,8977,7452,5622,4835,3767,1487,0,
937,0,3,4,4,2,4,4,3,0,
937,1,35,86,44,35,40,22,11,0,
937,2,492,292,232,222,440,466,175,0,
937,3,27554,9921,7201,5566,5155,3759,1548,0,
938,0,12,43,15,16,11,3,0,0,
938,1,49,187,100,70,70,22,2,0,
938,2,510,466,399,483,486,409,190,0,
938,3,27664,9851,7794,6011,5255,3908,1443,0,
939,0,8,58,16,16,2,0,0,0,
939,1,8,58,16,16,2,0,0,0,
939,2,31,74,116,108,46,19,6,0,
939,3,29226,10003,7664,5783,4889,3835,1393,0,
940,0,5,10,46,14,25,0,0,0,
940,1,31,17,54,38,34,14,10,0,
940,2,739,387,480,288,288,417,143,0,
940,3,30155,9298,6757,5609,4653,3408,1359,0,
941,0,26,7,8,24,9,14,10,0,
941,1,26,7,8,24,9,14,10,0,
941,2,1443,732,762,715,552,642,416,0,
941,3,29689,8692,6708,5749,4681,3631,1337,0,
942,0,2,3,6,41,11,22,6,0,
942,1,73,76,91,107,79,63,30,0,
942,2,1516,751,950,817,806,857,367,0,
942,3,31250,9421,6581,5732,4831,3711,1527,0,
943,0,4,14,4,4,4,5,4,0,
943,1,75,47,38,80,67,75,38,0,
943,2,1857,1077,1287,1047,893,1197,627,0,
943,3,32758,9172,6302,5456,4770,3621,1376,0,
944,0,5,10,4,4,4,4,4,0,
944,1,67,33,25,41,28,48,24,0,
944,2,1101,630,730,630,655,731,425,0,
944,3,31862,8661,6244,5233,4314,3146,1547,0,
945,0,3,7,7,4,4,4,4,0,
945,1,86,38,63,72,40,83,54,0,
945,2,1406,721,889,581,598,1030,633,0,
945,3,36722,8579,5964,5110,4292,3183,1282,0,
946,0,2,3,8,6,4,4,4,0,
946,1,2,3,8,6,4,4,4,0,
946,2,913,438,550,430,459,613,426,0,
946,3,41462,9407,5968,4733,4092,2962,1139,0,
947,0,22,6,6,5,6,5,7,0,
947,1,82,30,35,80,44,83,47,0,
947,2,1034,563,532,558,529,917,453,0,
947,3,42820,9926,5290,4151,3631,2513,1091,0,
948,0,15,6,8,22,8,12,9,0,
948,1,37,27,15,27,14,23,18,0,
948,2,670,395,400,253,295,439,242,0,
948,3,43002,9020,4965,3833,3464,2144,891,0,
949,0,21,22,5,5,6,12,8,0,
949,1,21,22,5,5,6,12,8,0,
949,2,582,364,236,152,146,197,123,0,
949,3,43718,9015,4685,3349,3142,1970,903,0,
950,0,17,21,8,5,7,14,9,0,
950,1,22,29,17,30,17,30,19,0,
950,2,171,285,211,146,142,220,122,0,
950,3,45119,8570,4150,3190,2628,1910,847,0,
951,0,6,20,15,7,9,17,14,0,
951,1,6,20,15,7,9,17,14,0,
951,2,145,361,266,194,230,359,183,0,
951,3,42226,7751,4067,2655,2671,2322,680,0,
952,0,3,7,8,24,10,15,10,0,
952,1,3,7,8,24,10,15,10,0,
952,2,212,428,437,236,213,335,198,0,
952,3,41054,6940,3578,2797,2736,2036,761,0,
953,0,0,0,0,0,0,0,0,0,
953,1,0,0,0,0,0,0,0,0,
953,2,60,208,291,106,140,224,118,0,
953,3,40640,7589,3634,2760,2988,1676,474,0,
954,0,39,0,0,0,0,0,0,0,
954,1,42,24,11,5,6,12,9,0,
954,2,46,41,24,11,12,18,14,0,
954,3,43169,8401,2947,2768,2524,1495,531,0,
955,0,0,0,0,0,0,0,0,0,
955,1,0,0,0,0,0,0,0,0,
955,2,0,0,0,0,0,0,0,0,
955,3,43249,9820,2832,2493,2554,1706,562,0,
956,0,68,26,6,0,0,0,0,0,
956,1,152,102,25,16,5,0,0,0,
956,2,221,306,95,57,33,20,9,0,
956,3,42914,10441,4047,2896,2668,1627,436,0,
957,0,56,25,8,7,4,0,0,0,
957,1,274,198,65,43,20,0,0,0,
957,2,503,428,190,101,61,23,5,0,
957,3,44448,11448,5767,3508,2950,1811,629,0,
958,0,66,12,9,7,6,0,0,0,
958,1,779,420,318,170,98,15,0,0,
958,2,2356,1474,1163,563,278,128,58,0,
958,3,44838,14118,9173,4810,3493,2165,732,0,
959,0,7,3,4,10,24,9,4,0,
959,1,703,498,339,225,188,58,18,0,
959,2,3378,2290,1943,1023,671,374,177,0,
959,3,41328,13653,10232,6964,4651,2401,706,0,
960,0,2,5,4,4,15,17,5,0,
960,1,611,350,384,353,256,113,41,0,
960,2,3723,2558,2025,1362,983,562,276,0,
960,3,40994,12464,9946,7012,5160,2754,1090,0,
961,0,3,4,4,4,14,17,6,0,
961,1,513,235,254,401,373,149,80,0,
961,2,6768,3653,2547,2341,1955,1294,668,0,
961,3,40614,14237,9946,7896,5944,3881,1343,0,
962,0,3,5,3,4,7,23,6,0,
962,1,1492,594,509,419,454,229,84,0,
962,2,6211,3679,2395,2072,1674,1269,602,0,
962,3,41007,13564,10500,8997,6264,3525,1313,1,
963,0,2,4,4,4,13,13,4,0,
963,1,1234,428,469,543,465,279,106,0,
963,2,6125,4198,3624,2829,1995,1144,501,0,
963,3,41136,13594,10614,9618,6404,3385,1388,0,
964,0,3,5,3,3,16,9,5,0,
964,1,1344,543,484,502,410,304,104,0,
964,2,5923,4920,3380,2256,1664,1342,605,0,
964,3,42083,13645,10576,9442,6110,3763,1653,0,
965,0,2,3,3,5,11,12,4,0,
965,1,826,451,314,472,284,200,70,0,
965,2,5619,4790,3293,2754,1820,1288,534,0,
965,3,43072,14256,10390,9245,6737,4232,2083,0,
966,0,2,3,2,5,34,18,5,0,
966,1,1459,707,518,751,554,332,122,0,
966,2,7424,5037,3817,3510,2635,1539,697,0,
966,3,43440,14103,9465,8431,6254,4400,2011,1,
967,0,2,3,3,5,33,15,5,0,
967,1,1235,431,349,384,298,229,81,0,
967,2,9381,4917,3032,2641,2229,1854,872,0,
967,3,45193,13205,9071,7861,5255,3684,1813,1,
968,0,18,4,4,5,7,13,13,0,
968,1,1132,565,301,420,310,228,139,0,
968,2,12387,4720,3181,2811,2363,1689,926,0,
968,3,45333,11985,8870,7544,4632,3389,1766,2,
969,0,18,3,4,5,6,11,15,0,
969,1,1036,426,393,479,229,180,116,0,
969,2,14908,4764,3076,2786,2129,1715,940,0,
969,3,47603,13382,8955,6768,3965,2903,1626,1,
970,0,44,8,5,4,2,0,0,0,
970,1,972,525,349,366,246,176,103,0,
970,2,14868,5143,3321,2761,2292,1735,1034,0,
970,3,47113,13560,8987,6342,3783,2963,1558,1,
971,0,47,7,7,6,4,5,3,0,
971,1,785,313,253,289,195,144,82,0,
971,2,13104,4693,2754,2467,2008,1487,910,0,
971,3,46993,14383,8435,5391,3004,2133,1298,0,
972,0,51,5,6,6,5,4,4,0,
972,1,757,320,221,244,172,128,76,0,
972,2,12510,3893,2751,2334,2007,1443,906,1,
972,3,47282,13641,7472,4979,3025,1980,1189,0,
973,0,58,6,6,6,6,4,5,0,
973,1,966,412,242,245,192,144,96,0,
973,2,12757,4522,2761,2468,2111,1528,959,3,
973,3,48350,13501,7957,5258,3557,2255,1368,2,
974,0,54,6,6,7,7,4,4,0,
974,1,1257,583,443,454,352,250,150,0,
974,2,14176,6888,4937,3995,3207,2326,1440,0,
974,3,47214,13283,9120,6081,4062,2930,1733,0,
975,0,53,6,5,7,6,4,4,0,
975,1,1033,515,473,404,306,226,134,0,
975,2,10199,5252,3509,3057,2481,1850,1161,0,
975,3,47401,13032,9573,6347,3917,2543,1518,0,
976,0,48,8,7,7,5,5,3,0,
976,1,460,380,200,173,155,119,65,0,
976,2,7416,3628,2530,2059,1674,1217,735,0,
976,3,48402,13430,8548,5743,3882,2582,1465,0,
977,0,67,7,4,4,3,4,4,0,
977,1,569,331,218,165,152,119,77,0,
977,2,7413,3418,2236,1966,1821,1359,786,0,
977,3,47486,13292,7968,5696,4122,2965,1681,2,
978,0,46,7,6,6,6,4,4,0,
978,1,1005,442,447,382,309,227,132,0,
978,2,10463,4763,3655,3119,2769,2075,1238,1,
978,3,45932,13269,8796,5486,4030,2716,1773,0,
979,0,39,6,6,9,6,6,4,0,
979,1,835,344,248,232,212,167,112,0,
979,2,8867,3744,3051,2603,2363,1866,1186,0,
979,3,47918,13864,8441,5467,3820,2806,1725,0,
980,0,41,7,6,7,6,4,4,0,
980,1,1490,644,427,413,311,254,167,0,
980,2,11914,4517,3647,3036,2353,1993,1431,0,
980,3,47394,13768,8989,5997,4119,2925,1919,1,
981,0,59,6,5,4,3,3,4,0,
981,1,1127,402,318,314,242,204,147,0,
981,2,10976,5006,4062,3382,2843,2340,1563,1,
981,3,44498,12974,10396,6669,4886,3532,2336,1,
982,0,37,7,7,7,6,4,4,0,
982,1,1181,644,590,502,390,324,219,0,
982,2,13113,6148,4772,4338,3712,3136,2200,0,
982,3,42597,12659,9824,6950,5162,4125,2576,0,
983,0,34,8,7,7,5,5,3,0,
983,1,1697,797,713,605,511,438,307,0,
983,2,13407,6511,5258,4589,4095,3549,2512,1,
983,3,42384,13187,10132,7034,5364,4283,2651,0,
984,0,32,8,7,6,6,5,3,0,
984,1,1282,504,420,376,369,316,216,0,
984,2,11658,5434,4404,4071,3723,3380,2339,0,
984,3,42576,13033,9756,7104,5353,4322,2762,1,
985,0,32,7,7,6,5,5,3,0,
985,1,1233,526,439,436,391,322,217,0,
985,2,10067,4970,4194,3982,3569,3068,2195,1,
985,3,40164,13990,9941,7256,5482,4387,2717,1,
986,0,33,6,6,6,6,5,4,0,
986,1,909,496,366,354,313,259,180,0,
986,2,8337,5152,3971,3569,3109,2736,1825,0,
986,3,36739,15162,10353,7192,5742,4667,2844,0,
987,0,31,6,6,6,6,4,4,0,
987,1,714,440,344,319,271,235,159,0,
987,2,7693,5054,3735,3428,2967,2562,1805,0,
987,3,33723,16184,11045,7333,5695,4673,2950,2,
988,0,29,6,7,7,5,5,3,0,
988,1,817,488,368,339,302,252,181,0,
988,2,7230,4092,3293,2979,2729,2239,1628,1,
988,3,32650,16365,10536,7272,5678,4723,3088,2,
989,0,28,7,5,6,6,4,4,0,
989,1,812,480,371,374,330,269,191,0,
989,2,6900,3692,3030,2883,2575,2203,1593,2,
989,3,30319,15972,10555,7581,5862,4960,3146,5,
990,0,27,7,7,5,5,5,3,0,
990,1,861,677,585,575,406,304,218,0,
990,2,6434,4622,3913,3463,2967,2468,1722,1,
990,3,26562,16136,10571,8046,6285,5076,3228,4,
991,0,26,5,5,6,5,4,4,0,
991,1,1027,748,781,683,499,377,255,0,
991,2,5750,4425,4530,4129,3416,2676,1762,0,
991,3,24104,15246,11418,8547,6813,5368,3359,6,
992,0,7,6,12,11,8,6,4,0,
992,1,755,597,704,570,405,289,182,0,
992,2,4986,4226,4638,4328,3452,2703,1740,1,
992,3,23002,13911,11146,9152,7537,5985,3677,2,
993,0,16,8,8,7,5,5,3,0,
993,1,1150,868,981,698,553,374,234,0,
993,2,6151,5399,6393,5438,4446,3397,2058,1,
993,3,22887,13793,10728,8849,7558,5879,3591,3,
994,0,18,6,6,6,6,4,4,0,
994,1,1154,749,779,751,657,442,318,0,
994,2,6690,7127,7877,6810,5303,3862,2416,0,
994,3,20392,14360,10833,9243,7711,5753,3443,4,
995,0,5,6,6,12,9,6,4,0,
995,1,888,775,671,633,513,403,242,0,
995,2,6227,8083,8439,7344,5591,3996,2434,2,
995,3,18874,14498,11175,10061,7929,6046,3599,2,
996,0,5,8,8,10,7,5,4,0,
996,1,669,529,531,558,454,346,250,0,
996,2,5389,7033,8233,6737,5030,3714,2304,0,
996,3,17437,14783,11523,10214,8247,6337,3886,4,
997,0,9,8,7,7,5,5,3,0,
997,1,987,732,734,621,474,417,256,0,
997,2,6530,7284,7567,7260,5429,4083,2479,0,
997,3,16884,14595,11814,10261,8122,6288,3898,5,
998,0,9,8,7,6,5,4,4,0,
998,1,861,727,683,643,485,422,281,0,
998,2,5690,6597,7361,6656,5115,3803,2416,0,
998,3,15701,13889,11888,10324,8309,6544,3966,4,
999,0,4,7,8,7,6,4,4,0,
999,1,928,768,726,702,520,437,287,0,
999,2,6384,7556,8212,7422,5882,4296,2715,0,
999,3,14377,14209,11918,10260,8548,6709,4177,0,
1000,0,20,5,5,4,3,3,4,0,
1000,1,861,793,738,683,539,438,315,0,
1000,2,5034,6089,6633,6192,5119,3791,2441,3,
1000,3,13540,14054,12157,10196,8898,6944,4420,1,
1001,0,21,4,5,3,4,3,4,0,
1001,1,935,797,777,766,591,480,338,0,
1001,2,6724,8068,7994,7353,5833,4700,2993,0,
1001,3,12718,13535,12313,10325,8803,7154,4528,0,
1002,0,18,5,4,4,3,3,4,0,
1002,1,780,780,760,686,535,484,337,0,
1002,2,5928,7682,7906,7325,5806,4797,3167,0,
1002,3,11780,13336,12387,10366,8811,7222,4585,1,
1003,0,18,5,4,4,4,4,3,0,
1003,1,655,826,812,744,537,508,329,0,
1003,2,5460,7951,8527,7736,5799,4964,3176,0,
1003,3,10294,13761,12863,10546,8762,7525,4840,3,
1004,0,12,8,4,3,3,3,3,0,
1004,1,661,982,1010,803,639,688,409,0,
1004,2,5039,8602,9793,8054,5929,5518,3480,0,
1004,3,10378,14214,13743,10314,8629,7579,4853,0,
1005,0,12,6,4,4,4,4,3,0,
1005,1,648,944,1034,816,637,663,428,0,
1005,2,5799,9312,11512,9417,6865,6358,4179,0,
1005,3,10016,14016,13777,10502,8556,7701,4919,3,
1006,0,11,5,5,4,3,5,3,0,
1006,1,544,977,980,749,592,619,424,0,
1006,2,5407,9830,12265,9728,6888,6470,4388,0,
1006,3,9313,14035,14048,10760,8531,7929,5113,0,
1007,0,10,10,4,3,5,4,3,0,
1007,1,402,624,792,537,428,430,290,0,
1007,2,4699,8745,10606,7830,5689,5413,3721,1,
1007,3,9480,14754,14379,10708,8418,7958,5105,0,
1008,0,7,6,4,4,3,5,2,0,
1008,1,387,777,781,514,435,467,296,0,
1008,2,4756,8849,9321,6088,4643,4669,3307,0,
1008,3,9945,16361,15128,10342,8126,7600,5023,1,
1009,0,6,7,4,3,3,5,2,0,
1009,1,411,823,878,512,443,473,319,0,
1009,2,4800,8691,9189,7082,5202,5151,3763,0,
1009,3,10348,16282,14995,10205,7779,7500,4980,2,
1010,0,4,7,4,4,4,4,4,0,
1010,1,377,838,724,521,408,431,301,0,
1010,2,4617,9402,8664,6690,5100,5091,3692,0,
1010,3,9652,16623,15191,9781,7643,7091,5073,1,
1011,0,4,7,6,10,8,8,5,0,
1011,1,385,973,696,535,436,466,330,0,
1011,2,5089,11053,9575,7457,5784,5910,4345,0,
1011,3,9633,17150,14646,9303,7503,7206,5002,0,
1012,0,6,10,4,4,3,4,3,0,
1012,1,501,793,583,449,366,392,275,0,
1012,2,5499,10876,9285,6976,5320,5452,4180,0,
1012,3,10160,17588,14251,8994,7356,7000,5008,0,
1013,0,10,5,4,3,4,3,2,0,
1013,1,731,1137,899,687,563,611,438,0,
1013,2,5907,11057,9234,7081,5583,5817,4253,0,
1013,3,10260,15885,13708,8981,7465,7103,5178,2,
1014,0,3,6,4,4,3,4,3,0,
1014,1,578,1139,920,665,572,611,432,0,
1014,2,4773,9874,8703,6432,5378,5406,4098,1,
1014,3,9656,15235,13395,8798,7373,6982,5190,2,
1015,0,8,4,5,6,4,4,3,0,
1015,1,429,915,647,491,402,430,317,0,
1015,2,4398,9972,8186,6209,5056,5341,4127,0,
1015,3,9907,15548,12444,8515,7176,7045,5298,4,
1016,0,6,4,5,5,5,3,4,0,
1016,1,500,924,585,416,364,360,285,0,
1016,2,5012,10334,8470,6089,5012,5083,3962,0,
1016,3,10757,16027,12204,8037,7174,6859,5063,6,
1017,0,5,5,4,4,4,4,4,0,
1017,1,662,960,822,576,509,530,403,0,
1017,2,4664,8030,6943,5569,4777,4872,3788,1,
1017,3,10947,15193,11131,7812,7026,6755,4933,5,
1018,0,4,5,3,5,5,5,3,0,
1018,1,654,1025,765,539,488,494,387,0,
1018,2,3952,6693,5904,4737,4376,4286,3261,0,
1018,3,11013,14422,11136,7647,7318,6980,4903,6,
1019,0,8,6,4,5,3,4,3,0,
1019,1,537,816,649,487,428,432,339,0,
1019,2,3095,5755,4950,4122,3608,3823,2822,0,
1019,3,10779,15198,10809,8001,7418,7216,4671,7,
1020,0,8,6,4,5,3,4,2,0,
1020,1,418,750,571,435,376,397,323,0,
1020,2,3131,6225,5019,4115,3664,3798,2915,0,
1020,3,11909,15069,10198,7749,7702,6998,4520,2,
1021,0,5,5,4,4,4,2,3,0,
1021,1,422,580,475,469,395,390,320,0,
1021,2,2796,4684,3612,3468,3134,3187,2493,0,
1021,3,12689,14072,8976,7496,7763,7148,4482,2,
1022,0,3,5,4,5,3,3,3,0,
1022,1,305,493,424,399,360,346,281,0,
1022,2,1993,3135,2886,2756,2493,2568,1951,0,
1022,3,12339,13516,8557,7545,8097,7181,4479,6,
1023,0,2,3,4,2,3,7,5,0,
1023,1,382,566,504,472,418,451,345,0,
1023,2,1829,2997,2577,2466,2382,2388,1863,0,
1023,3,12290,12207,7943,6972,7671,6988,4524,0,
1024,0,3,5,5,3,4,3,2,0,
1024,1,311,434,424,414,368,370,309,0,
1024,2,2015,2804,2545,2347,2294,2308,1859,0,
1024,3,12597,11427,7945,6860,7742,6915,4518,0,
1025,0,3,4,5,3,4,4,3,0,
1025,1,432,428,427,413,393,397,317,0,
1025,2,2154,2189,2276,2155,2187,2139,1673,0,
1025,3,12709,9866,7790,7225,8236,7613,4599,2,
1026,0,10,3,4,3,4,3,2,0,
1026,1,610,705,667,588,550,557,489,0,
1026,2,2805,3273,3024,2693,2829,2782,2191,0,
1026,3,10057,9459,7624,7191,7910,7933,4986,1,
1027,0,10,4,3,3,3,3,4,0,
1027,1,712,798,675,622,599,637,544,0,
1027,2,2758,3269,2749,2475,2451,2731,2164,0,
1027,3,9001,8709,7198,7128,8189,8138,4919,0,
1028,0,6,5,4,2,4,3,3,0,
1028,1,399,448,445,398,370,391,346,0,
1028,2,2481,2940,2694,2410,2369,2975,2157,0,
1028,3,8829,7959,7154,7221,8295,8619,5192,0,
1029,0,4,5,3,3,3,3,2,0,
1029,1,501,490,465,424,407,473,390,0,
1029,2,3185,2879,2857,2698,2736,3347,2563,0,
1029,3,8575,7139,6812,6930,8084,8533,5189,0,
1030,0,4,5,3,3,4,3,4,0,
1030,1,550,481,502,465,440,486,408,0,
1030,2,3264,2927,2992,2914,2813,3184,2591,0,
1030,3,7642,7085,6408,6764,8072,8416,5528,0,
1031,0,2,4,3,3,3,2,4,0,
1031,1,524,542,522,501,506,585,491,0,
1031,2,2944,3359,3517,3292,3360,3907,3209,0,
1031,3,6886,6854,6505,6876,8144,8800,5558,0,
1032,0,2,5,4,4,4,3,4,0,
1032,1,477,550,514,473,497,573,481,0,
1032,2,2646,3039,3380,3259,3415,4073,3163,0,
1032,3,6364,6773,6593,7076,8411,9086,5712,0,
1033,0,4,5,3,2,7,8,6,0,
1033,1,427,499,475,429,473,550,466,0,
1033,2,1941,2276,2486,2373,2498,3052,2563,0,
1033,3,6549,6506,6768,7742,8746,9204,5665,1,
1034,0,2,4,4,5,4,5,3,0,
1034,1,286,317,355,340,375,438,374,0,
1034,2,1323,1589,1899,2006,2262,2899,1976,0,
1034,3,6351,6138,6942,7730,9064,9430,5473,1,
1035,0,2,5,3,4,3,5,3,0,
1035,1,215,318,353,336,354,403,343,0,
1035,2,1029,1425,1708,1807,1960,2454,1928,0,
1035,3,5830,6576,7521,8422,9066,8905,5552,0,
1036,0,2,4,3,4,5,8,8,0,
1036,1,168,239,278,245,271,316,282,0,
1036,2,875,1120,1452,1456,1619,2015,1587,0,
1036,3,5691,6797,7901,9018,10239,9354,5414,0,
1037,0,3,3,4,4,6,8,7,0,
1037,1,281,284,349,327,325,400,332,0,
1037,2,1185,1193,1659,1726,1678,1965,1540,0,
1037,3,6071,6393,8215,10355,10119,9671,5303,1,
1038,0,3,4,4,3,5,5,5,0,
1038,1,168,212,267,261,227,268,224,0,
1038,2,979,1132,1618,1830,1636,1852,1538,0,
1038,3,5862,6410,7538,10194,10477,9956,5876,1,
1039,0,2,4,4,4,3,5,3,0,
1039,1,114,141,160,174,146,187,148,0,
1039,2,823,1136,1299,1597,1554,1762,1384,0,
1039,3,5496,6781,7804,9590,9999,9594,5140,0,
1040,0,2,5,6,5,7,7,7,0,
1040,1,154,184,161,200,177,176,160,0,
1040,2,719,1161,1130,1381,1553,1368,1168,0,
1040,3,5349,6300,6671,9209,10690,10576,5563,0,
1041,0,2,5,6,5,4,5,3,0,
1041,1,167,207,153,211,136,133,122,0,
1041,2,843,1127,1091,1314,1358,1271,1102,0,
1041,3,5192,6102,5989,7413,10487,11202,5758,1,
1042,0,3,5,4,4,4,5,3,0,
1042,1,261,283,224,227,175,184,158,0,
1042,2,1399,1653,1786,2616,2005,1683,1155,0,
1042,3,5085,5927,5947,6945,9214,10574,5782,0,
1043,0,2,5,4,4,3,3,2,0,
1043,1,139,170,122,111,110,122,102,0,
1043,2,870,1143,1163,1730,1533,1339,804,0,
1043,3,4996,6099,6333,6895,8898,9252,5662,2,
1044,0,4,5,6,5,6,6,6,0,
1044,1,154,156,146,121,118,113,107,0,
1044,2,1356,1600,1745,2475,2340,1756,1223,0,
1044,3,5218,6396,7011,7428,9174,8949,5320,8,
1045,0,4,4,3,3,3,3,3,0,
1045,1,162,165,128,112,115,107,100,2,
1045,2,1655,2049,2034,1899,2099,2171,1254,2,
1045,3,5288,6389,8286,7405,9309,8932,5061,9,
1046,0,3,4,5,4,6,5,5,0,
1046,1,179,232,177,139,124,126,116,0,
1046,2,1288,1645,1575,1844,2034,2382,1294,0,
1046,3,5091,6689,8847,7804,9987,9329,4784,19,
1047,0,2,3,3,3,2,2,3,0,
1047,1,134,160,166,218,134,128,121,0,
1047,2,1337,1918,2543,3056,2711,3056,1692,0,
1047,3,4985,7418,9770,8561,9428,9323,5208,7,
1048,0,1,3,3,2,3,2,3,0,
1048,1,126,169,207,171,132,113,108,0,
1048,2,1290,1775,2174,2254,2101,2379,1684,4,
1048,3,5819,8470,11767,9463,9199,9219,4822,6,
1049,0,3,5,9,5,4,4,4,0,
1049,1,155,231,156,139,115,106,96,0,
1049,2,1187,1892,2436,2015,1821,2285,1622,0,
1049,3,6942,10810,13857,9283,8361,8366,4996,2,
1050,0,8,9,2,3,3,2,3,0,
1050,1,133,191,141,111,108,99,97,0,
1050,2,1332,2234,2004,1821,1649,2058,1975,0,
1050,3,7131,12055,14750,9369,8134,8009,5122,2,
1051,0,9,5,4,2,3,2,2,0,
1051,1,123,186,198,138,118,108,109,0,
1051,2,1222,2127,2389,1693,1683,1911,1246,0,
1051,3,7248,13600,14122,9831,7938,7774,4349,6,
1052,0,9,31,11,6,6,7,7,0,
1052,1,133,148,155,108,96,86,75,0,
1052,2,956,1309,1144,959,1055,1083,808,0,
1052,3,8320,15142,14573,9572,6865,6468,4448,0,
